,年月,customer_id,count_pred,count_0,count_1,count_2,count_3,count_4,count_5,start_date,now_date,period
6446,201812,IK802877,8,8.0,6.0,9.0,8.0,11.0,8.0,2018-05-04,2018-12-01,6
6459,201812,IK854778,3,4.0,1.0,2.0,1.0,5.0,8.0,2018-06-02,2018-12-01,5
6461,201812,IK862574,1,2.0,5.0,5.0,5.0,8.0,8.0,2018-05-06,2018-12-01,6
6470,201812,IK881709,2,1.0,3.0,3.0,5.0,7.0,7.0,2018-04-01,2018-12-01,8
6501,201812,IK988092,6,1.0,3.0,5.0,5.0,7.0,7.0,2018-04-11,2018-12-01,7
6509,201812,OA004129,8,8.0,6.0,9.0,8.0,8.0,8.0,2018-04-13,2018-12-01,7
6515,201812,OA023562,8,6.0,10.0,8.0,9.0,8.0,9.0,2018-06-12,2018-12-01,5
6526,201812,OA057953,5,8.0,9.0,8.0,7.0,8.0,9.0,2018-04-08,2018-12-01,7
6527,201812,OA058104,7,7.0,8.0,7.0,10.0,6.0,9.0,2018-05-07,2018-12-01,6
6531,201812,OA068305,3,3.0,2.0,4.0,4.0,6.0,7.0,2018-05-11,2018-12-01,6
6539,201812,OA086620,6,9.0,8.0,8.0,11.0,7.0,11.0,2018-05-05,2018-12-01,6
6542,201812,OA100873,7,8.0,8.0,11.0,10.0,7.0,8.0,2018-05-10,2018-12-01,6
6552,201812,OA126055,2,2.0,6.0,5.0,4.0,9.0,9.0,2018-05-14,2018-12-01,6
6554,201812,OA131146,9,8.0,12.0,8.0,11.0,6.0,9.0,2018-06-03,2018-12-01,5
6556,201812,OA140594,2,3.0,5.0,5.0,3.0,5.0,7.0,2018-06-05,2018-12-01,5
6561,201812,OA157445,1,1.0,3.0,4.0,2.0,3.0,6.0,2018-04-01,2018-12-01,8
6570,201812,OA207255,7,7.0,7.0,5.0,8.0,8.0,7.0,2018-06-14,2018-12-01,5
6572,201812,OA211420,1,4.0,2.0,5.0,7.0,4.0,6.0,2018-05-03,2018-12-01,6
6575,201812,OA215175,3,2.0,4.0,5.0,4.0,5.0,8.0,2018-06-11,2018-12-01,5
6584,201812,OA247479,3,5.0,3.0,3.0,1.0,5.0,7.0,2018-05-07,2018-12-01,6
6611,201812,OA327340,6,10.0,10.0,5.0,6.0,8.0,8.0,2018-06-06,2018-12-01,5
6614,201812,OA332826,6,6.0,7.0,9.0,6.0,8.0,11.0,2018-06-07,2018-12-01,5
6633,201812,OA389068,7,7.0,6.0,9.0,12.0,9.0,9.0,2018-06-06,2018-12-01,5
6637,201812,OA396855,4,2.0,4.0,2.0,5.0,4.0,6.0,2018-04-13,2018-12-01,7
6638,201812,OA397694,2,4.0,2.0,6.0,3.0,6.0,7.0,2018-05-13,2018-12-01,6
6640,201812,OA399367,4,3.0,3.0,4.0,7.0,7.0,8.0,2018-06-08,2018-12-01,5
6642,201812,OA402491,1,3.0,4.0,3.0,6.0,6.0,8.0,2018-05-06,2018-12-01,6
6644,201812,OA405652,2,2.0,4.0,4.0,4.0,6.0,4.0,2018-04-15,2018-12-01,7
6650,201812,OA419926,2,4.0,2.0,5.0,5.0,3.0,7.0,2018-06-02,2018-12-01,5
6657,201812,OA441503,1,4.0,3.0,2.0,6.0,7.0,8.0,2018-05-12,2018-12-01,6
6661,201812,OA451950,3,5.0,2.0,3.0,1.0,4.0,6.0,2018-06-12,2018-12-01,5
6671,201812,OA472503,2,6.0,5.0,3.0,1.0,9.0,8.0,2018-04-08,2018-12-01,7
6675,201812,OA484337,3,5.0,4.0,7.0,3.0,4.0,7.0,2018-04-13,2018-12-01,7
6694,201812,OA546913,2,5.0,4.0,3.0,5.0,5.0,9.0,2018-04-04,2018-12-01,7
6700,201812,OA567940,4,4.0,4.0,4.0,4.0,6.0,6.0,2018-05-07,2018-12-01,6
6705,201812,OA578672,9,6.0,10.0,9.0,9.0,9.0,10.0,2018-05-11,2018-12-01,6
6714,201812,OA614379,3,5.0,3.0,4.0,4.0,6.0,9.0,2018-06-04,2018-12-01,5
6722,201812,OA653002,4,4.0,3.0,5.0,6.0,10.0,6.0,2018-05-12,2018-12-01,6
6724,201812,OA660152,6,4.0,7.0,9.0,10.0,9.0,9.0,2018-05-10,2018-12-01,6
6726,201812,OA663815,3,3.0,5.0,4.0,2.0,4.0,6.0,2018-04-04,2018-12-01,7
6729,201812,OA669176,1,3.0,4.0,5.0,7.0,6.0,10.0,2018-06-03,2018-12-01,5
6733,201812,OA680638,5,2.0,1.0,6.0,6.0,4.0,5.0,2018-04-11,2018-12-01,7
6734,201812,OA694533,10,7.0,9.0,7.0,6.0,8.0,8.0,2018-04-08,2018-12-01,7
6736,201812,OA695959,1,1.0,3.0,7.0,6.0,5.0,8.0,2018-05-04,2018-12-01,6
6743,201812,OA710903,3,4.0,2.0,5.0,7.0,7.0,4.0,2018-04-15,2018-12-01,7
6759,201812,OA761455,3,4.0,4.0,2.0,3.0,4.0,6.0,2018-04-09,2018-12-01,7
6765,201812,OA777947,2,2.0,5.0,3.0,1.0,3.0,3.0,2018-05-01,2018-12-01,7
6773,201812,OA794712,7,6.0,8.0,7.0,10.0,7.0,10.0,2018-05-03,2018-12-01,6
6776,201812,OA802798,9,5.0,6.0,9.0,9.0,6.0,9.0,2018-05-03,2018-12-01,6
6797,201812,OA850618,3,2.0,3.0,2.0,4.0,4.0,5.0,2018-05-10,2018-12-01,6
6804,201812,OA869840,8,7.0,9.0,8.0,10.0,6.0,10.0,2018-06-08,2018-12-01,5
6816,201812,OA923186,3,4.0,3.0,4.0,3.0,4.0,5.0,2018-05-08,2018-12-01,6
6833,201812,OA973146,3,6.0,6.0,4.0,2.0,3.0,5.0,2018-04-11,2018-12-01,7
6845,201812,PL003692,9,11.0,5.0,7.0,4.0,8.0,9.0,2018-05-12,2018-12-01,6
6848,201812,PL012044,10,4.0,6.0,9.0,8.0,9.0,8.0,2018-04-14,2018-12-01,7
6850,201812,PL013000,9,6.0,7.0,7.0,7.0,9.0,9.0,2018-05-15,2018-12-01,6
6856,201812,PL031436,4,1.0,4.0,5.0,8.0,6.0,10.0,2018-06-09,2018-12-01,5
6867,201812,PL074136,2,4.0,1.0,3.0,5.0,3.0,7.0,2018-05-04,2018-12-01,6
6878,201812,PL103598,2,1.0,2.0,3.0,7.0,6.0,7.0,2018-06-03,2018-12-01,5
6889,201812,PL145577,4,3.0,2.0,6.0,4.0,7.0,8.0,2018-06-11,2018-12-01,5
6892,201812,PL148706,7,6.0,8.0,8.0,5.0,6.0,9.0,2018-05-10,2018-12-01,6
6916,201812,PL227814,8,7.0,7.0,9.0,6.0,9.0,10.0,2018-04-05,2018-12-01,7
6921,201812,PL248851,3,4.0,5.0,5.0,7.0,9.0,6.0,2018-04-03,2018-12-01,7
6935,201812,PL300201,3,3.0,4.0,4.0,4.0,6.0,8.0,2018-05-02,2018-12-01,6
6937,201812,PL302535,8,6.0,9.0,8.0,6.0,7.0,10.0,2018-04-06,2018-12-01,7
6941,201812,PL311399,3,2.0,8.0,6.0,7.0,6.0,8.0,2018-06-02,2018-12-01,5
6946,201812,PL333517,7,7.0,6.0,7.0,6.0,6.0,8.0,2018-05-03,2018-12-01,6
6966,201812,PL397032,3,2.0,4.0,1.0,5.0,3.0,7.0,2018-05-09,2018-12-01,6
6976,201812,PL432893,6,8.0,6.0,7.0,8.0,7.0,7.0,2018-05-07,2018-12-01,6
7001,201812,PL512409,4,6.0,3.0,3.0,3.0,5.0,7.0,2018-05-11,2018-12-01,6
7007,201812,PL535994,1,1.0,2.0,3.0,2.0,5.0,6.0,2018-05-05,2018-12-01,6
7016,201812,PL560620,4,9.0,9.0,6.0,9.0,5.0,7.0,2018-05-11,2018-12-01,6
7044,201812,PL649138,5,3.0,1.0,4.0,6.0,7.0,8.0,2018-06-11,2018-12-01,5
7056,201812,PL683089,1,5.0,3.0,2.0,4.0,5.0,5.0,2018-04-08,2018-12-01,7
7073,201812,PL745124,3,2.0,3.0,3.0,1.0,3.0,4.0,2018-04-13,2018-12-01,7
7079,201812,PL754630,9,9.0,9.0,10.0,8.0,7.0,11.0,2018-06-14,2018-12-01,5
7092,201812,PL790086,2,2.0,5.0,5.0,4.0,3.0,9.0,2018-05-07,2018-12-01,6
7096,201812,PL806914,3,4.0,3.0,5.0,6.0,6.0,7.0,2018-06-14,2018-12-01,5
7103,201812,PL823122,8,7.0,9.0,10.0,7.0,9.0,12.0,2018-06-03,2018-12-01,5
7107,201812,PL834061,6,6.0,6.0,7.0,6.0,6.0,7.0,2018-06-10,2018-12-01,5
7112,201812,PL849292,2,3.0,3.0,4.0,6.0,6.0,6.0,2018-04-14,2018-12-01,7
7139,201812,PL907705,5,1.0,6.0,2.0,2.0,5.0,7.0,2018-05-06,2018-12-01,6
7146,201812,PL928334,4,3.0,2.0,2.0,3.0,4.0,7.0,2018-05-07,2018-12-01,6
7150,201812,PL930272,7,9.0,8.0,9.0,11.0,7.0,8.0,2018-04-01,2018-12-01,8
7157,201812,PL959979,9,6.0,8.0,11.0,9.0,9.0,7.0,2018-05-08,2018-12-01,6
7163,201812,PL969360,6,8.0,8.0,6.0,6.0,9.0,8.0,2018-04-11,2018-12-01,7
7183,201812,TS023870,1,2.0,4.0,4.0,6.0,7.0,6.0,2018-05-02,2018-12-01,6
7186,201812,TS034873,6,6.0,7.0,8.0,9.0,8.0,8.0,2018-05-01,2018-12-01,7
7195,201812,TS056568,7,6.0,8.0,7.0,8.0,11.0,8.0,2018-06-12,2018-12-01,5
7201,201812,TS070436,8,5.0,8.0,10.0,10.0,7.0,11.0,2018-06-13,2018-12-01,5
7208,201812,TS094366,2,3.0,2.0,5.0,5.0,7.0,8.0,2018-06-05,2018-12-01,5
7209,201812,TS094459,1,4.0,5.0,3.0,3.0,8.0,9.0,2018-06-08,2018-12-01,5
7216,201812,TS124176,8,8.0,9.0,8.0,7.0,7.0,10.0,2018-06-04,2018-12-01,5
7233,201812,TS166191,3,5.0,3.0,3.0,9.0,5.0,9.0,2018-06-08,2018-12-01,5
7236,201812,TS173314,7,9.0,7.0,10.0,8.0,5.0,10.0,2018-06-10,2018-12-01,5
7237,201812,TS174464,9,6.0,7.0,8.0,9.0,6.0,8.0,2018-04-11,2018-12-01,7
7249,201812,TS205006,2,3.0,4.0,1.0,7.0,6.0,10.0,2018-06-15,2018-12-01,5
7255,201812,TS219429,8,8.0,8.0,7.0,8.0,9.0,8.0,2018-06-01,2018-12-01,6
7283,201812,TS310889,5,7.0,7.0,8.0,8.0,8.0,9.0,2018-05-03,2018-12-01,6
7285,201812,TS315466,1,5.0,5.0,3.0,3.0,2.0,6.0,2018-05-01,2018-12-01,7
7297,201812,TS342811,7,7.0,9.0,10.0,5.0,7.0,9.0,2018-06-02,2018-12-01,5
7300,201812,TS349770,1,2.0,1.0,3.0,3.0,5.0,6.0,2018-05-04,2018-12-01,6
7306,201812,TS357747,8,10.0,9.0,7.0,8.0,8.0,8.0,2018-05-13,2018-12-01,6
7334,201812,TS447283,9,10.0,6.0,8.0,7.0,8.0,6.0,2018-06-07,2018-12-01,5
7336,201812,TS466629,7,10.0,9.0,11.0,5.0,7.0,11.0,2018-06-12,2018-12-01,5
7360,201812,TS551344,1,2.0,3.0,3.0,5.0,5.0,8.0,2018-05-14,2018-12-01,6
7377,201812,TS617231,2,3.0,5.0,5.0,5.0,5.0,7.0,2018-05-09,2018-12-01,6
7390,201812,TS660166,3,4.0,3.0,7.0,6.0,6.0,6.0,2018-05-10,2018-12-01,6
7411,201812,TS726881,3,2.0,4.0,5.0,7.0,6.0,7.0,2018-06-06,2018-12-01,5
7414,201812,TS736914,10,7.0,7.0,8.0,8.0,7.0,7.0,2018-05-12,2018-12-01,6
7417,201812,TS752925,9,8.0,10.0,8.0,8.0,7.0,7.0,2018-06-06,2018-12-01,5
7419,201812,TS761925,2,3.0,3.0,3.0,4.0,4.0,7.0,2018-05-04,2018-12-01,6
7420,201812,TS763203,9,7.0,7.0,9.0,9.0,6.0,7.0,2018-04-13,2018-12-01,7
7444,201812,TS848093,2,4.0,3.0,3.0,5.0,4.0,7.0,2018-05-12,2018-12-01,6
7461,201812,TS894938,3,4.0,4.0,5.0,2.0,2.0,7.0,2018-04-01,2018-12-01,8
7464,201812,TS910887,6,7.0,6.0,7.0,7.0,10.0,9.0,2018-06-07,2018-12-01,5
7466,201812,TS917520,10,6.0,5.0,7.0,8.0,10.0,8.0,2018-05-13,2018-12-01,6
7467,201812,TS921837,4,2.0,6.0,5.0,3.0,4.0,9.0,2018-06-04,2018-12-01,5
7479,201812,TS949361,5,8.0,7.0,11.0,6.0,10.0,10.0,2018-06-13,2018-12-01,5
7486,201812,TS964483,6,9.0,8.0,8.0,8.0,11.0,9.0,2018-06-01,2018-12-01,6
7492,201812,TS977703,7,5.0,8.0,8.0,8.0,8.0,7.0,2018-04-15,2018-12-01,7
7501,201901,AS008805,1,5.0,3.0,2.0,2.0,5.0,7.0,2018-06-07,2019-01-01,6
7503,201901,AS015233,9,9.0,7.0,7.0,9.0,11.0,5.0,2018-05-13,2019-01-01,7
7508,201901,AS025956,1,1.0,4.0,4.0,5.0,7.0,7.0,2018-05-09,2019-01-01,7
7509,201901,AS029624,2,5.0,6.0,4.0,1.0,5.0,7.0,2018-05-08,2019-01-01,7
7532,201901,AS100947,9,8.0,8.0,9.0,6.0,8.0,7.0,2018-05-12,2019-01-01,7
7538,201901,AS115149,5,3.0,3.0,2.0,1.0,3.0,7.0,2018-05-11,2019-01-01,7
7539,201901,AS115629,4,1.0,3.0,4.0,4.0,3.0,7.0,2018-07-04,2019-01-01,5
7555,201901,AS185951,1,2.0,3.0,1.0,5.0,3.0,3.0,2018-04-09,2019-01-01,8
7561,201901,AS197200,8,9.0,9.0,12.0,6.0,8.0,9.0,2018-04-15,2019-01-01,8
7562,201901,AS200286,1,4.0,3.0,3.0,6.0,3.0,6.0,2018-04-06,2019-01-01,8
7564,201901,AS210576,4,5.0,4.0,2.0,2.0,5.0,6.0,2018-07-01,2019-01-01,6
7568,201901,AS212132,1,2.0,2.0,3.0,4.0,5.0,7.0,2018-06-07,2019-01-01,6
7570,201901,AS217722,6,7.0,7.0,7.0,11.0,8.0,8.0,2018-06-10,2019-01-01,6
7572,201901,AS220726,2,3.0,4.0,2.0,2.0,5.0,3.0,2018-05-12,2019-01-01,7
7581,201901,AS251169,5,3.0,2.0,2.0,4.0,6.0,5.0,2018-04-03,2019-01-01,8
7604,201901,AS345469,2,1.0,5.0,1.0,3.0,5.0,6.0,2018-04-12,2019-01-01,8
7618,201901,AS388908,1,3.0,2.0,2.0,4.0,3.0,5.0,2018-05-11,2019-01-01,7
7634,201901,AS460629,9,7.0,8.0,9.0,7.0,8.0,6.0,2018-07-14,2019-01-01,5
7644,201901,AS471761,6,7.0,8.0,8.0,7.0,8.0,7.0,2018-06-13,2019-01-01,6
7658,201901,AS517285,8,9.0,9.0,10.0,6.0,10.0,9.0,2018-07-03,2019-01-01,5
7663,201901,AS546422,3,4.0,3.0,1.0,5.0,7.0,4.0,2018-04-10,2019-01-01,8
7674,201901,AS577195,2,3.0,3.0,4.0,7.0,8.0,7.0,2018-07-01,2019-01-01,6
7677,201901,AS584134,1,4.0,3.0,5.0,4.0,6.0,2.0,2018-05-05,2019-01-01,7
7684,201901,AS609865,7,6.0,6.0,9.0,8.0,8.0,10.0,2018-06-12,2019-01-01,6
7685,201901,AS611649,9,7.0,8.0,9.0,7.0,8.0,7.0,2018-07-12,2019-01-01,5
7695,201901,AS628722,3,5.0,2.0,3.0,5.0,4.0,6.0,2018-04-15,2019-01-01,8
7705,201901,AS654830,6,5.0,7.0,6.0,8.0,9.0,6.0,2018-06-12,2019-01-01,6
7713,201901,AS680056,5,4.0,3.0,5.0,3.0,4.0,7.0,2018-06-08,2019-01-01,6
7724,201901,AS721170,5,3.0,1.0,1.0,1.0,2.0,5.0,2018-04-12,2019-01-01,8
7725,201901,AS722697,2,3.0,2.0,5.0,6.0,7.0,7.0,2018-07-08,2019-01-01,5
7736,201901,AS748245,3,3.0,3.0,2.0,5.0,6.0,8.0,2018-06-03,2019-01-01,6
7740,201901,AS760415,7,8.0,9.0,12.0,10.0,7.0,12.0,2018-07-12,2019-01-01,5
7757,201901,AS814353,9,7.0,7.0,9.0,9.0,11.0,7.0,2018-05-05,2019-01-01,7
7759,201901,AS822877,7,7.0,7.0,6.0,7.0,10.0,7.0,2018-06-02,2019-01-01,6
7764,201901,AS854424,5,1.0,2.0,5.0,4.0,5.0,5.0,2018-06-09,2019-01-01,6
7765,201901,AS854458,4,2.0,2.0,3.0,4.0,10.0,8.0,2018-07-03,2019-01-01,5
7767,201901,AS859775,7,7.0,8.0,8.0,12.0,9.0,7.0,2018-06-10,2019-01-01,6
7778,201901,AS886872,7,8.0,5.0,11.0,8.0,7.0,7.0,2018-04-12,2019-01-01,8
7782,201901,AS914120,3,2.0,7.0,7.0,3.0,9.0,10.0,2018-07-06,2019-01-01,5
7800,201901,AS972005,4,5.0,3.0,3.0,4.0,4.0,9.0,2018-07-07,2019-01-01,5
7813,201901,GD001932,2,3.0,2.0,7.0,6.0,7.0,6.0,2018-05-04,2019-01-01,7
7818,201901,GD015238,3,2.0,2.0,4.0,5.0,7.0,9.0,2018-07-11,2019-01-01,5
7837,201901,GD082530,8,7.0,7.0,8.0,7.0,10.0,9.0,2018-05-13,2019-01-01,7
7843,201901,GD098851,2,4.0,2.0,7.0,5.0,6.0,9.0,2018-04-12,2019-01-01,8
7872,201901,GD192337,8,9.0,8.0,8.0,7.0,8.0,11.0,2018-07-15,2019-01-01,5
7873,201901,GD192754,4,2.0,5.0,3.0,3.0,6.0,6.0,2018-06-06,2019-01-01,6
7876,201901,GD203795,3,3.0,2.0,2.0,6.0,7.0,5.0,2018-05-09,2019-01-01,7
7878,201901,GD210507,3,4.0,5.0,3.0,5.0,6.0,7.0,2018-04-11,2019-01-01,8
7900,201901,GD289362,8,9.0,7.0,7.0,10.0,7.0,9.0,2018-05-04,2019-01-01,7
7901,201901,GD292406,2,7.0,4.0,6.0,7.0,9.0,7.0,2018-07-06,2019-01-01,5
7907,201901,GD309433,3,3.0,3.0,2.0,2.0,5.0,9.0,2018-05-13,2019-01-01,7
7909,201901,GD314208,3,3.0,4.0,2.0,6.0,5.0,7.0,2018-06-12,2019-01-01,6
7913,201901,GD324324,2,2.0,1.0,3.0,6.0,5.0,8.0,2018-06-15,2019-01-01,6
7914,201901,GD325851,7,9.0,8.0,8.0,8.0,6.0,5.0,2018-04-13,2019-01-01,8
7922,201901,GD362869,2,6.0,4.0,1.0,5.0,6.0,7.0,2018-07-10,2019-01-01,5
7925,201901,GD372798,3,3.0,3.0,3.0,7.0,3.0,4.0,2018-06-05,2019-01-01,6
7928,201901,GD375940,8,6.0,8.0,9.0,9.0,8.0,6.0,2018-07-04,2019-01-01,5
7932,201901,GD385195,6,7.0,9.0,10.0,7.0,8.0,6.0,2018-07-15,2019-01-01,5
7936,201901,GD398654,2,3.0,2.0,3.0,5.0,7.0,11.0,2018-07-01,2019-01-01,6
7950,201901,GD459084,5,7.0,7.0,8.0,9.0,7.0,10.0,2018-06-08,2019-01-01,6
7952,201901,GD460554,2,3.0,2.0,4.0,7.0,7.0,7.0,2018-07-08,2019-01-01,5
7970,201901,GD563242,6,8.0,4.0,4.0,7.0,11.0,9.0,2018-04-05,2019-01-01,8
7978,201901,GD594854,7,9.0,11.0,7.0,9.0,6.0,8.0,2018-05-15,2019-01-01,7
7980,201901,GD607294,6,5.0,9.0,8.0,11.0,6.0,5.0,2018-07-15,2019-01-01,5
7987,201901,GD629291,7,8.0,10.0,8.0,9.0,8.0,10.0,2018-07-04,2019-01-01,5
7996,201901,GD659982,9,10.0,7.0,9.0,5.0,7.0,8.0,2018-06-10,2019-01-01,6
8012,201901,GD716223,6,3.0,4.0,8.0,9.0,7.0,6.0,2018-04-15,2019-01-01,8
8017,201901,GD730210,4,1.0,4.0,2.0,2.0,7.0,5.0,2018-06-02,2019-01-01,6
8024,201901,GD763297,3,5.0,3.0,4.0,3.0,5.0,8.0,2018-06-13,2019-01-01,6
8026,201901,GD766769,1,1.0,2.0,3.0,5.0,7.0,4.0,2018-05-09,2019-01-01,7
8031,201901,GD790125,5,3.0,3.0,3.0,5.0,3.0,10.0,2018-07-08,2019-01-01,5
8033,201901,GD797764,4,4.0,3.0,1.0,7.0,6.0,6.0,2018-05-02,2019-01-01,7
8036,201901,GD807513,8,9.0,9.0,9.0,10.0,6.0,8.0,2018-06-03,2019-01-01,6
8044,201901,GD819763,7,4.0,8.0,8.0,9.0,8.0,8.0,2018-07-12,2019-01-01,5
8045,201901,GD821903,9,10.0,7.0,8.0,9.0,9.0,9.0,2018-05-11,2019-01-01,7
8053,201901,GD862688,11,5.0,8.0,7.0,9.0,9.0,6.0,2018-05-08,2019-01-01,7
8056,201901,GD869667,7,6.0,8.0,10.0,11.0,9.0,5.0,2018-06-11,2019-01-01,6
8066,201901,GD892565,7,8.0,5.0,8.0,8.0,9.0,7.0,2018-05-02,2019-01-01,7
8067,201901,GD893916,5,7.0,8.0,10.0,8.0,9.0,10.0,2018-06-08,2019-01-01,6
8070,201901,GD903750,4,2.0,1.0,3.0,5.0,8.0,10.0,2018-06-07,2019-01-01,6
8075,201901,GD913324,8,7.0,5.0,8.0,6.0,7.0,10.0,2018-05-05,2019-01-01,7
8078,201901,GD931906,2,1.0,4.0,1.0,5.0,6.0,4.0,2018-05-04,2019-01-01,7
8085,201901,GD955939,8,7.0,9.0,9.0,7.0,4.0,6.0,2018-07-08,2019-01-01,5
8096,201901,GD991319,1,2.0,3.0,2.0,4.0,4.0,6.0,2018-06-08,2019-01-01,6
8108,201901,HD032015,1,4.0,2.0,4.0,4.0,5.0,6.0,2018-04-14,2019-01-01,8
8133,201901,HD104614,4,3.0,2.0,3.0,4.0,5.0,3.0,2018-04-15,2019-01-01,8
8147,201901,HD146199,6,11.0,10.0,9.0,7.0,7.0,8.0,2018-04-09,2019-01-01,8
8153,201901,HD164041,1,5.0,1.0,3.0,6.0,8.0,7.0,2018-07-07,2019-01-01,5
8156,201901,HD171591,3,2.0,4.0,5.0,7.0,6.0,8.0,2018-07-15,2019-01-01,5
8161,201901,HD187665,8,8.0,8.0,8.0,6.0,7.0,8.0,2018-05-15,2019-01-01,7
8163,201901,HD192887,5,6.0,4.0,4.0,8.0,6.0,7.0,2018-06-01,2019-01-01,7
8172,201901,HD219882,6,7.0,6.0,7.0,9.0,7.0,9.0,2018-07-08,2019-01-01,5
8173,201901,HD221159,2,5.0,4.0,5.0,2.0,5.0,3.0,2018-05-06,2019-01-01,7
8178,201901,HD256988,9,7.0,6.0,7.0,9.0,9.0,8.0,2018-07-09,2019-01-01,5
8192,201901,HD300844,8,7.0,9.0,9.0,10.0,7.0,10.0,2018-07-12,2019-01-01,5
8209,201901,HD351145,2,5.0,3.0,4.0,3.0,2.0,4.0,2018-04-04,2019-01-01,8
8220,201901,HD384128,8,6.0,6.0,9.0,9.0,7.0,9.0,2018-05-02,2019-01-01,7
8224,201901,HD402002,7,7.0,10.0,6.0,7.0,10.0,12.0,2018-04-13,2019-01-01,8
8230,201901,HD426886,5,8.0,9.0,7.0,9.0,11.0,8.0,2018-04-05,2019-01-01,8
8244,201901,HD459890,2,4.0,3.0,3.0,2.0,3.0,6.0,2018-05-11,2019-01-01,7
8249,201901,HD471878,8,3.0,5.0,10.0,11.0,5.0,8.0,2018-07-07,2019-01-01,5
8255,201901,HD487220,9,10.0,9.0,7.0,10.0,9.0,8.0,2018-05-11,2019-01-01,7
8265,201901,HD523855,1,4.0,4.0,4.0,6.0,5.0,7.0,2018-04-04,2019-01-01,8
8273,201901,HD555581,8,9.0,9.0,8.0,8.0,9.0,8.0,2018-06-03,2019-01-01,6
8278,201901,HD565805,2,3.0,2.0,3.0,2.0,4.0,7.0,2018-06-01,2019-01-01,7
8279,201901,HD571515,4,3.0,2.0,2.0,5.0,5.0,7.0,2018-04-15,2019-01-01,8
8284,201901,HD580454,7,8.0,6.0,7.0,5.0,11.0,10.0,2018-04-05,2019-01-01,8
8297,201901,HD625291,2,4.0,3.0,3.0,5.0,5.0,6.0,2018-06-01,2019-01-01,7
8299,201901,HD634523,3,3.0,1.0,1.0,1.0,5.0,6.0,2018-04-13,2019-01-01,8
8311,201901,HD678019,1,3.0,5.0,2.0,4.0,4.0,8.0,2018-06-02,2019-01-01,6
8316,201901,HD693175,8,7.0,9.0,9.0,7.0,8.0,12.0,2018-07-10,2019-01-01,5
8321,201901,HD707253,7,5.0,6.0,5.0,9.0,6.0,8.0,2018-05-06,2019-01-01,7
8329,201901,HD724425,9,6.0,8.0,7.0,5.0,8.0,8.0,2018-06-04,2019-01-01,6
8336,201901,HD734247,5,8.0,8.0,6.0,7.0,6.0,9.0,2018-07-09,2019-01-01,5
8338,201901,HD736119,7,7.0,7.0,4.0,5.0,7.0,9.0,2018-05-10,2019-01-01,7
8339,201901,HD738121,5,11.0,7.0,8.0,8.0,9.0,7.0,2018-06-09,2019-01-01,6
8345,201901,HD747321,3,4.0,4.0,7.0,4.0,6.0,6.0,2018-05-09,2019-01-01,7
8351,201901,HD762655,2,3.0,6.0,5.0,3.0,5.0,4.0,2018-06-08,2019-01-01,6
8368,201901,HD805503,5,7.0,7.0,7.0,7.0,5.0,8.0,2018-05-01,2019-01-01,8
8372,201901,HD814444,8,6.0,7.0,9.0,6.0,6.0,10.0,2018-04-04,2019-01-01,8
8374,201901,HD821664,2,3.0,1.0,5.0,5.0,8.0,9.0,2018-07-08,2019-01-01,5
8381,201901,HD841739,2,2.0,3.0,3.0,7.0,5.0,8.0,2018-06-06,2019-01-01,6
8398,201901,HD872512,5,8.0,7.0,7.0,7.0,7.0,5.0,2018-07-03,2019-01-01,5
8419,201901,HD981245,8,8.0,10.0,6.0,7.0,8.0,11.0,2018-07-08,2019-01-01,5
8429,201901,HI013029,6,9.0,9.0,6.0,8.0,7.0,9.0,2018-05-10,2019-01-01,7
8440,201901,HI058807,9,8.0,8.0,6.0,5.0,9.0,10.0,2018-05-02,2019-01-01,7
8443,201901,HI067846,7,8.0,10.0,6.0,11.0,7.0,11.0,2018-07-08,2019-01-01,5
8452,201901,HI099779,5,4.0,6.0,9.0,7.0,7.0,9.0,2018-06-04,2019-01-01,6
8454,201901,HI103175,5,6.0,7.0,8.0,8.0,7.0,8.0,2018-05-15,2019-01-01,7
8459,201901,HI118782,5,4.0,10.0,7.0,10.0,9.0,9.0,2018-07-05,2019-01-01,5
8463,201901,HI140097,3,1.0,1.0,5.0,4.0,5.0,6.0,2018-04-07,2019-01-01,8
8476,201901,HI154843,10,6.0,8.0,8.0,6.0,9.0,6.0,2018-06-05,2019-01-01,6
8494,201901,HI205526,5,7.0,8.0,6.0,9.0,10.0,7.0,2018-06-12,2019-01-01,6
8496,201901,HI207778,7,9.0,8.0,8.0,8.0,7.0,10.0,2018-07-05,2019-01-01,5
8501,201901,HI218595,10,10.0,8.0,8.0,11.0,10.0,9.0,2018-06-10,2019-01-01,6
8519,201901,HI271061,3,1.0,3.0,3.0,3.0,3.0,9.0,2018-06-03,2019-01-01,6
8527,201901,HI298989,9,7.0,6.0,10.0,10.0,8.0,10.0,2018-07-12,2019-01-01,5
8528,201901,HI302801,2,6.0,4.0,2.0,1.0,4.0,3.0,2018-04-05,2019-01-01,8
8531,201901,HI312309,5,10.0,7.0,10.0,9.0,10.0,7.0,2018-06-15,2019-01-01,6
8532,201901,HI314268,3,3.0,2.0,9.0,6.0,6.0,9.0,2018-07-09,2019-01-01,5
8540,201901,HI331377,8,7.0,9.0,9.0,7.0,8.0,8.0,2018-04-11,2019-01-01,8
8553,201901,HI367242,7,7.0,7.0,6.0,8.0,7.0,8.0,2018-04-07,2019-01-01,8
